[2026-05-20T10:51:32.270779+00:00] detect_docx_toc TOC Structured Document Tag (SDT) detected.
[2026-05-20T10:51:32.278784+00:00] PipelineOrchestrator TOC DETECTED = True
[2026-05-20T10:51:32.281488+00:00] PipelineOrchestrator Starting conversion pipeline for 'Printer_Setup_UserGuide.docx'.
[2026-05-20T10:51:32.281635+00:00] DocxToHtmlProcessor Converting 'Printer_Setup_UserGuide.docx' from DOCX to HTML.
[2026-05-20T10:51:32.284277+00:00] DocxToHtmlProcessor Opening DOCX archive: 'Printer_Setup_UserGuide.docx'.
[2026-05-20T10:51:32.285466+00:00] DocxToHtmlProcessor Reading relationships.
[2026-05-20T10:51:32.285564+00:00] DocxToHtmlProcessor Parsing relationships from 'word/_rels/document.xml.rels'.
[2026-05-20T10:51:32.286632+00:00] DocxToHtmlProcessor Extracted 246 relationship(s).
[2026-05-20T10:51:33.206231+00:00] topic_structure convert_ol_to_steps completed.
[2026-05-20T10:51:33.206262+00:00] topic_structure Partitioning task body into context/steps/result.
[2026-05-20T10:51:33.209886+00:00] topic_structure Taskbody partitioning complete.
[2026-05-20T10:51:33.210173+00:00] TopicWriter Topic '/app/output/85938342-69aa-4cb2-bda3-900331c80862/product_basics/changing_the_sleep_timer_setting_from_the_control_panel.dita' written successfully.
[2026-05-20T10:51:33.210218+00:00] TopicWriter Writing topic 'Changing the Power Off Timer Setting from the Control Panel' to .dita file.
[2026-05-20T10:51:33.210248+00:00] topic_structure Converting HTML fragment to DITA body.
[2026-05-20T10:51:33.211133+00:00] topic_structure No section headings found — rendering flat body.
[2026-05-20T10:51:33.211311+00:00] topic_structure Flat DITA body rendered successfully.
[2026-05-20T10:51:33.211356+00:00] topic_structure Running convert_ol_to_steps on DITA body.
[2026-05-20T10:51:33.211974+00:00] topic_structure Converting <ol> list to DITA <steps>.
[2026-05-20T10:51:33.212321+00:00] topic_structure <steps> block built with 4 step(s).
[2026-05-20T10:51:33.212363+00:00] topic_structure convert_ol_to_steps completed.
[2026-05-20T10:51:33.212394+00:00] topic_structure Partitioning task body into context/steps/result.
[2026-05-20T10:51:33.214978+00:00] topic_structure Taskbody partitioning complete.
[2026-05-20T10:51:33.215239+00:00] TopicWriter Topic '/app/output/85938342-69aa-4cb2-bda3-900331c80862/product_basics/changing_the_power_off_timer_setting_from_the_control_panel.dita' written successfully.
[2026-05-20T10:51:33.215284+00:00] TopicWriter Writing topic 'Loading Paper' to .dita file.
[2026-05-20T10:51:33.215314+00:00] topic_structure Converting HTML fragment to DITA body.
[2026-05-20T10:51:33.215446+00:00] topic_structure No section headings found — rendering flat body.
[2026-05-20T10:51:33.215507+00:00] topic_structure Flat DITA body rendered successfully.
[2026-05-20T10:51:33.215697+00:00] TopicWriter Topic '/app/output/85938342-69aa-4cb2-bda3-900331c80862/loading_paper/loading_paper.dita' written successfully.
[2026-05-20T10:51:33.215779+00:00] TopicWriter Writing topic 'Loading Paper in the Rear Paper Feeder' to .dita file.
[2026-05-20T10:51:33.215814+00:00] topic_structure Converting HTML fragment to DITA body.
[2026-05-20T10:51:33.218779+00:00] topic_structure No section headings found — rendering flat body.
[2026-05-20T10:51:33.219420+00:00] topic_structure Flat DITA body rendered successfully.
[2026-05-20T10:51:33.219486+00:00] topic_structure Running convert_ol_to_steps on DITA body.
[2026-05-20T10:51:33.222252+00:00] topic_structure Converting <ol> list to DITA <steps>.
[2026-05-20T10:51:33.222381+00:00] topic_structure <steps> block built with 1 step(s).
[2026-05-20T10:51:33.222501+00:00] topic_structure Converting <ol> list to DITA <steps>.
[2026-05-20T10:51:33.222562+00:00] topic_structure <steps> block built with 1 step(s).
[2026-05-20T10:51:33.222670+00:00] topic_structure Converting <ol> list to DITA <steps>.
[2026-05-20T10:51:33.222746+00:00] topic_structure <steps> block built with 1 step(s).
[2026-05-20T10:51:33.222883+00:00] topic_structure Converting <ol> list to DITA <steps>.
[2026-05-20T10:51:33.222941+00:00] topic_structure <steps> block built with 1 step(s).
[2026-05-20T10:51:33.223211+00:00] topic_structure Converting <ol> list to DITA <steps>.
[2026-05-20T10:51:33.223270+00:00] topic_structure <steps> block built with 1 step(s).
[2026-05-20T10:51:33.223378+00:00] topic_structure Converting <ol> list to DITA <steps>.
[2026-05-20T10:51:33.223433+00:00] topic_structure <steps> block built with 1 step(s).
[2026-05-20T10:51:33.223509+00:00] topic_structure Converting <ol> list to DITA <steps>.
[2026-05-20T10:51:33.223608+00:00] topic_structure <steps> block built with 1 step(s).
[2026-05-20T10:51:33.223681+00:00] topic_structure Converting <ol> list to DITA <steps>.
[2026-05-20T10:51:33.223755+00:00] topic_structure <steps> block built with 1 step(s).
[2026-05-20T10:51:33.223999+00:00] topic_structure convert_ol_to_steps completed.
[2026-05-20T10:51:33.224037+00:00] topic_structure Partitioning task body into context/steps/result.
[2026-05-20T10:51:33.230782+00:00] topic_structure Taskbody partitioning complete.
[2026-05-20T10:51:33.231227+00:00] TopicWriter Topic '/app/output/85938342-69aa-4cb2-bda3-900331c80862/loading_paper/loading_paper_in_the_rear_paper_feeder.dita' written successfully.
[2026-05-20T10:51:33.231273+00:00] TopicWriter Writing topic 'Paper Loading Capacity' to .dita file.
[2026-05-20T10:51:33.231304+00:00] topic_structure Converting HTML fragment to DITA body.
[2026-05-20T10:51:33.232477+00:00] topic_structure No section headings found — rendering flat body.
[2026-05-20T10:51:33.233058+00:00] topic_structure Flat DITA body rendered successfully.
[2026-05-20T10:51:33.233189+00:00] topic_structure Ensuring <refbody> content is correctly wrapped in a <section> element.
[2026-05-20T10:51:33.234956+00:00] topic_structure Wrapped <refbody> content in a single <section>.
[2026-05-20T10:51:33.235238+00:00] TopicWriter Topic '/app/output/85938342-69aa-4cb2-bda3-900331c80862/loading_paper/paper_loading_capacity.dita' written successfully.
[2026-05-20T10:51:33.235284+00:00] TopicWriter Writing topic 'Double-sided Printing Capacity' to .dita file.
[2026-05-20T10:51:33.235316+00:00] topic_structure Converting HTML fragment to DITA body.
[2026-05-20T10:51:33.238125+00:00] topic_structure No section headings found — rendering flat body.
[2026-05-20T10:51:33.239266+00:00] topic_structure Flat DITA body rendered successfully.
[2026-05-20T10:51:33.239821+00:00] TopicWriter Topic '/app/output/85938342-69aa-4cb2-bda3-900331c80862/loading_paper/double_sided_printing_capacity.dita' written successfully.
[2026-05-20T10:51:33.239872+00:00] TopicWriter Writing topic 'Borderless Paper Type Compatibility' to .dita file.
[2026-05-20T10:51:33.239903+00:00] topic_structure Converting HTML fragment to DITA body.
[2026-05-20T10:51:33.241687+00:00] topic_structure No section headings found — rendering flat body.
[2026-05-20T10:51:33.241996+00:00] topic_structure Flat DITA body rendered successfully.
[2026-05-20T10:51:33.242285+00:00] TopicWriter Topic '/app/output/85938342-69aa-4cb2-bda3-900331c80862/loading_paper/borderless_paper_type_compatibility.dita' written successfully.
[2026-05-20T10:51:33.242328+00:00] TopicWriter Writing topic 'Compatible MetR Papers' to .dita file.
[2026-05-20T10:51:33.242359+00:00] topic_structure Converting HTML fragment to DITA body.
[2026-05-20T10:51:33.245858+00:00] topic_structure No section headings found — rendering flat body.
[2026-05-20T10:51:33.247155+00:00] topic_structure Flat DITA body rendered successfully.
[2026-05-20T10:51:33.247357+00:00] topic_structure Ensuring <refbody> content is correctly wrapped in a <section> element.
[2026-05-20T10:51:33.252187+00:00] topic_structure Wrapped <refbody> content in a single <section>.
[2026-05-20T10:51:33.252537+00:00] TopicWriter Topic '/app/output/85938342-69aa-4cb2-bda3-900331c80862/loading_paper/compatible_metr_papers.dita' written successfully.
[2026-05-20T10:51:33.252586+00:00] TopicWriter Writing topic 'Selecting the Paper Settings - Control Panel' to .dita file.
[2026-05-20T10:51:33.252618+00:00] topic_structure Converting HTML fragment to DITA body.
[2026-05-20T10:51:33.253975+00:00] topic_structure No section headings found — rendering flat body.
[2026-05-20T10:51:33.254236+00:00] topic_structure Flat DITA body rendered successfully.
[2026-05-20T10:51:33.254286+00:00] topic_structure Running convert_ol_to_steps on DITA body.
[2026-05-20T10:51:33.255532+00:00] topic_structure Converting <ol> list to DITA <steps>.
[2026-05-20T10:51:33.255909+00:00] topic_structure <steps> block built with 2 step(s).
[2026-05-20T10:51:33.255986+00:00] topic_structure Converting <ol> list to DITA <steps>.
[2026-05-20T10:51:33.256191+00:00] topic_structure <steps> block built with 5 step(s).
[2026-05-20T10:51:33.256229+00:00] topic_structure convert_ol_to_steps completed.
[2026-05-20T10:51:33.256259+00:00] topic_structure Partitioning task body into context/steps/result.
[2026-05-20T10:51:33.259921+00:00] topic_structure Taskbody partitioning complete.
[2026-05-20T10:51:33.260240+00:00] TopicWriter Topic '/app/output/85938342-69aa-4cb2-bda3-900331c80862/loading_paper/selecting_the_paper_settings_control_panel.dita' written successfully.
[2026-05-20T10:51:33.260288+00:00] TopicWriter Writing topic 'Paper or Media Type Settings - Control Panel' to .dita file.
[2026-05-20T10:51:33.260318+00:00] topic_structure Converting HTML fragment to DITA body.
[2026-05-20T10:51:33.261854+00:00] topic_structure No section headings found — rendering flat body.
[2026-05-20T10:51:33.262406+00:00] topic_structure Flat DITA body rendered successfully.
[2026-05-20T10:51:33.262487+00:00] topic_structure Ensuring <refbody> content is correctly wrapped in a <section> element.
[2026-05-20T10:51:33.264054+00:00] topic_structure Wrapped <refbody> content in a single <section>.
[2026-05-20T10:51:33.264286+00:00] TopicWriter Topic '/app/output/85938342-69aa-4cb2-bda3-900331c80862/loading_paper/paper_or_media_type_settings_control_panel.dita' written successfully.
[2026-05-20T10:51:33.264331+00:00] TopicWriter Writing topic 'Paper or Media Type Settings - Printing Software' to .dita file.
[2026-05-20T10:51:33.264362+00:00] topic_structure Converting HTML fragment to DITA body.
[2026-05-20T10:51:33.266414+00:00] topic_structure No section headings found — rendering flat body.
[2026-05-20T10:51:33.267256+00:00] topic_structure Flat DITA body rendered successfully.
[2026-05-20T10:51:33.267358+00:00] topic_structure Ensuring <refbody> content is correctly wrapped in a <section> element.
[2026-05-20T10:51:33.269658+00:00] topic_structure Wrapped <refbody> content in a single <section>.
[2026-05-20T10:51:33.269984+00:00] TopicWriter Topic '/app/output/85938342-69aa-4cb2-bda3-900331c80862/loading_paper/paper_or_media_type_settings_printing_software.dita' written successfully.
[2026-05-20T10:51:33.270031+00:00] TopicWriter Writing topic 'Selecting the Default Paper Source Settings' to .dita file.
[2026-05-20T10:51:33.270061+00:00] topic_structure Converting HTML fragment to DITA body.
[2026-05-20T10:51:33.271012+00:00] topic_structure No section headings found — rendering flat body.
[2026-05-20T10:51:33.271248+00:00] topic_structure Flat DITA body rendered successfully.
[2026-05-20T10:51:33.271295+00:00] topic_structure Running convert_ol_to_steps on DITA body.
[2026-05-20T10:51:33.272082+00:00] topic_structure Converting <ol> list to DITA <steps>.
[2026-05-20T10:51:33.272379+00:00] topic_structure <steps> block built with 3 step(s).
[2026-05-20T10:51:33.272461+00:00] topic_structure Converting <ol> list to DITA <steps>.
[2026-05-20T10:51:33.272630+00:00] topic_structure <steps> block built with 2 step(s).
[2026-05-20T10:51:33.272667+00:00] topic_structure convert_ol_to_steps completed.
[2026-05-20T10:51:33.272696+00:00] topic_structure Partitioning task body into context/steps/result.
[2026-05-20T10:51:33.276047+00:00] topic_structure Taskbody partitioning complete.
[2026-05-20T10:51:33.276365+00:00] TopicWriter Topic '/app/output/85938342-69aa-4cb2-bda3-900331c80862/loading_paper/selecting_the_default_paper_source_settings.dita' written successfully.
[2026-05-20T10:51:33.276410+00:00] TopicWriter Writing topic 'Paper Source Settings Options' to .dita file.
[2026-05-20T10:51:33.276441+00:00] topic_structure Converting HTML fragment to DITA body.
[2026-05-20T10:51:33.278307+00:00] topic_structure No section headings found — rendering flat body.
[2026-05-20T10:51:33.279013+00:00] topic_structure Flat DITA body rendered successfully.
[2026-05-20T10:51:33.279107+00:00] topic_structure Ensuring <refbody> content is correctly wrapped in a <section> element.
[2026-05-20T10:51:33.281231+00:00] topic_structure Wrapped <refbody> content in a single <section>.
[2026-05-20T10:51:33.281461+00:00] TopicWriter Topic '/app/output/85938342-69aa-4cb2-bda3-900331c80862/loading_paper/paper_source_settings_options.dita' written successfully.
[2026-05-20T10:51:33.281506+00:00] TopicWriter Writing topic 'Placing Originals on the Product' to .dita file.
[2026-05-20T10:51:33.281534+00:00] topic_structure Converting HTML fragment to DITA body.
[2026-05-20T10:51:33.281856+00:00] topic_structure No section headings found — rendering flat body.
[2026-05-20T10:51:33.281950+00:00] topic_structure Flat DITA body rendered successfully.
[2026-05-20T10:51:33.282169+00:00] TopicWriter Topic '/app/output/85938342-69aa-4cb2-bda3-900331c80862/placing_originals_on_the_product/placing_originals_on_the_product.dita' written successfully.
[2026-05-20T10:51:33.282222+00:00] TopicWriter Writing topic 'Placing Originals on the Scanner Glass' to .dita file.
[2026-05-20T10:51:33.282261+00:00] topic_structure Converting HTML fragment to DITA body.
[2026-05-20T10:51:33.283395+00:00] topic_structure No section headings found — rendering flat body.
[2026-05-20T10:51:33.283865+00:00] topic_structure Flat DITA body rendered successfully.
[2026-05-20T10:51:33.283966+00:00] topic_structure Running convert_ol_to_steps on DITA body.
[2026-05-20T10:51:33.284873+00:00] topic_structure Converting <ol> list to DITA <steps>.
[2026-05-20T10:51:33.285108+00:00] topic_structure <steps> block built with 1 step(s).
[2026-05-20T10:51:33.285185+00:00] topic_structure Converting <ol> list to DITA <steps>.
[2026-05-20T10:51:33.285249+00:00] topic_structure <steps> block built with 1 step(s).
[2026-05-20T10:51:33.285437+00:00] topic_structure Converting <ol> list to DITA <steps>.
[2026-05-20T10:51:33.285496+00:00] topic_structure <steps> block built with 1 step(s).
[2026-05-20T10:51:33.285566+00:00] topic_structure convert_ol_to_steps completed.
[2026-05-20T10:51:33.285596+00:00] topic_structure Partitioning task body into context/steps/result.
[2026-05-20T10:51:33.288005+00:00] topic_structure Taskbody partitioning complete.
[2026-05-20T10:51:33.288326+00:00] TopicWriter Topic '/app/output/85938342-69aa-4cb2-bda3-900331c80862/placing_originals_on_the_product/placing_originals_on_the_scanner_glass.dita' written successfully.
[2026-05-20T10:51:33.288372+00:00] TopicWriter Writing topic 'Copying' to .dita file.
[2026-05-20T10:51:33.288401+00:00] topic_structure Converting HTML fragment to DITA body.
[2026-05-20T10:51:33.288622+00:00] topic_structure No section headings found — rendering flat body.
[2026-05-20T10:51:33.288693+00:00] topic_structure Flat DITA body rendered successfully.
[2026-05-20T10:51:33.288941+00:00] TopicWriter Topic '/app/output/85938342-69aa-4cb2-bda3-900331c80862/copying/copying.dita' written successfully.
[2026-05-20T10:51:33.288982+00:00] TopicWriter Writing topic 'Copying Documents or Photos' to .dita file.
[2026-05-20T10:51:33.289011+00:00] topic_structure Converting HTML fragment to DITA body.
[2026-05-20T10:51:33.290203+00:00] topic_structure No section headings found — rendering flat body.
[2026-05-20T10:51:33.290506+00:00] topic_structure Flat DITA body rendered successfully.
[2026-05-20T10:51:33.290555+00:00] topic_structure Running convert_ol_to_steps on DITA body.
[2026-05-20T10:51:33.291788+00:00] topic_structure Converting <ol> list to DITA <steps>.
[2026-05-20T10:51:33.291992+00:00] topic_structure <steps> block built with 4 step(s).
[2026-05-20T10:51:33.292062+00:00] topic_structure Converting <ol> list to DITA <steps>.
[2026-05-20T10:51:33.292125+00:00] topic_structure <steps> block built with 2 step(s).
[2026-05-20T10:51:33.292224+00:00] topic_structure Converting <ol> list to DITA <steps>.
[2026-05-20T10:51:33.292317+00:00] topic_structure <steps> block built with 1 step(s).
[2026-05-20T10:51:33.292377+00:00] topic_structure Converting <ol> list to DITA <steps>.
[2026-05-20T10:51:33.292433+00:00] topic_structure <steps> block built with 1 step(s).
[2026-05-20T10:51:33.292490+00:00] topic_structure Converting <ol> list to DITA <steps>.
[2026-05-20T10:51:33.292600+00:00] topic_structure <steps> block built with 2 step(s).
[2026-05-20T10:51:33.292657+00:00] topic_structure convert_ol_to_steps completed.
[2026-05-20T10:51:33.292687+00:00] topic_structure Partitioning task body into context/steps/result.
[2026-05-20T10:51:33.297013+00:00] topic_structure Taskbody partitioning complete.
[2026-05-20T10:51:33.297366+00:00] TopicWriter Topic '/app/output/85938342-69aa-4cb2-bda3-900331c80862/copying/copying_documents_or_photos.dita' written successfully.
[2026-05-20T10:51:33.297415+00:00] TopicWriter Writing topic 'Copying Options' to .dita file.
[2026-05-20T10:51:33.297445+00:00] topic_structure Converting HTML fragment to DITA body.
[2026-05-20T10:51:33.300279+00:00] topic_structure No section headings found — rendering flat body.
[2026-05-20T10:51:33.301181+00:00] topic_structure Flat DITA body rendered successfully.
[2026-05-20T10:51:33.301292+00:00] topic_structure Ensuring <refbody> content is correctly wrapped in a <section> element.
[2026-05-20T10:51:33.304538+00:00] topic_structure Wrapped <refbody> content in a single <section>.
[2026-05-20T10:51:33.304803+00:00] TopicWriter Topic '/app/output/85938342-69aa-4cb2-bda3-900331c80862/copying/copying_options.dita' written successfully.
[2026-05-20T10:51:33.304852+00:00] TopicWriter Writing topic 'Refilling Ink' to .dita file.
[2026-05-20T10:51:33.304882+00:00] topic_structure Converting HTML fragment to DITA body.
[2026-05-20T10:51:33.305156+00:00] topic_structure No section headings found — rendering flat body.
[2026-05-20T10:51:33.305246+00:00] topic_structure Flat DITA body rendered successfully.
[2026-05-20T10:51:33.305450+00:00] TopicWriter Topic '/app/output/85938342-69aa-4cb2-bda3-900331c80862/refilling_ink/refilling_ink.dita' written successfully.
[2026-05-20T10:51:33.305488+00:00] TopicWriter Writing topic 'Ink Safety Precautions' to .dita file.
[2026-05-20T10:51:33.305520+00:00] topic_structure Converting HTML fragment to DITA body.
[2026-05-20T10:51:33.307305+00:00] topic_structure No section headings found — rendering flat body.
[2026-05-20T10:51:33.307667+00:00] topic_structure Flat DITA body rendered successfully.
[2026-05-20T10:51:33.308056+00:00] TopicWriter Topic '/app/output/85938342-69aa-4cb2-bda3-900331c80862/refilling_ink/ink_safety_precautions.dita' written successfully.
[2026-05-20T10:51:33.308100+00:00] TopicWriter Writing topic 'Check Ink Levels' to .dita file.
[2026-05-20T10:51:33.308130+00:00] topic_structure Converting HTML fragment to DITA body.
[2026-05-20T10:51:33.308265+00:00] topic_structure No section headings found — rendering flat body.
[2026-05-20T10:51:33.308323+00:00] topic_structure Flat DITA body rendered successfully.
[2026-05-20T10:51:33.308510+00:00] TopicWriter Topic '/app/output/85938342-69aa-4cb2-bda3-900331c80862/refilling_ink/check_ink_levels.dita' written successfully.
[2026-05-20T10:51:33.308545+00:00] TopicWriter Writing topic 'Checking Ink Levels on Your Product' to .dita file.
[2026-05-20T10:51:33.308573+00:00] topic_structure Converting HTML fragment to DITA body.
[2026-05-20T10:51:33.309906+00:00] topic_structure No section headings found — rendering flat body.
[2026-05-20T10:51:33.310023+00:00] topic_structure Flat DITA body rendered successfully.
[2026-05-20T10:51:33.310227+00:00] TopicWriter Topic '/app/output/85938342-69aa-4cb2-bda3-900331c80862/refilling_ink/checking_ink_levels_on_your_product.dita' written successfully.
[2026-05-20T10:51:33.310265+00:00] TopicWriter Writing topic 'Checking Ink Levels - Windows' to .dita file.
[2026-05-20T10:51:33.310294+00:00] topic_structure Converting HTML fragment to DITA body.
[2026-05-20T10:51:33.310799+00:00] topic_structure No section headings found — rendering flat body.
[2026-05-20T10:51:33.310966+00:00] topic_structure Flat DITA body rendered successfully.
[2026-05-20T10:51:33.311009+00:00] topic_structure Running convert_ol_to_steps on DITA body.
[2026-05-20T10:51:33.311484+00:00] topic_structure Converting <ol> list to DITA <steps>.
[2026-05-20T10:51:33.311617+00:00] topic_structure <steps> block built with 1 step(s).
[2026-05-20T10:51:33.311695+00:00] topic_structure Converting <ol> list to DITA <steps>.
[2026-05-20T10:51:33.311780+00:00] topic_structure <steps> block built with 1 step(s).
[2026-05-20T10:51:33.311842+00:00] topic_structure convert_ol_to_steps completed.
[2026-05-20T10:51:33.311873+00:00] topic_structure Partitioning task body into context/steps/result.
[2026-05-20T10:51:33.313492+00:00] topic_structure Taskbody partitioning complete.
[2026-05-20T10:51:33.313736+00:00] TopicWriter Topic '/app/output/85938342-69aa-4cb2-bda3-900331c80862/refilling_ink/checking_ink_levels_windows.dita' written successfully.
[2026-05-20T10:51:33.313790+00:00] TopicWriter Writing topic 'Checking Ink Levels - Mac' to .dita file.
[2026-05-20T10:51:33.313820+00:00] topic_structure Converting HTML fragment to DITA body.
[2026-05-20T10:51:33.315072+00:00] topic_structure No section headings found — rendering flat body.
[2026-05-20T10:51:33.315308+00:00] topic_structure Flat DITA body rendered successfully.
[2026-05-20T10:51:33.315361+00:00] topic_structure Running convert_ol_to_steps on DITA body.
[2026-05-20T10:51:33.316454+00:00] topic_structure Converting <ol> list to DITA <steps>.
[2026-05-20T10:51:33.317032+00:00] topic_structure <steps> block built with 2 step(s).
[2026-05-20T10:51:33.317110+00:00] topic_structure Converting <ol> list to DITA <steps>.
[2026-05-20T10:51:33.317175+00:00] topic_structure <steps> block built with 1 step(s).
[2026-05-20T10:51:33.317253+00:00] topic_structure convert_ol_to_steps completed.
[2026-05-20T10:51:33.317284+00:00] topic_structure Partitioning task body into context/steps/result.
[2026-05-20T10:51:33.320749+00:00] topic_structure Taskbody partitioning complete.
[2026-05-20T10:51:33.321022+00:00] TopicWriter Topic '/app/output/85938342-69aa-4cb2-bda3-900331c80862/refilling_ink/checking_ink_levels_mac.dita' written successfully.
[2026-05-20T10:51:33.321068+00:00] TopicWriter Writing topic 'Disabling Special Offers with Windows' to .dita file.
[2026-05-20T10:51:33.321097+00:00] topic_structure Converting HTML fragment to DITA body.
[2026-05-20T10:51:33.321780+00:00] topic_structure No section headings found — rendering flat body.
[2026-05-20T10:51:33.321977+00:00] topic_structure Flat DITA body rendered successfully.
[2026-05-20T10:51:33.322024+00:00] topic_structure Running convert_ol_to_steps on DITA body.
[2026-05-20T10:51:33.322757+00:00] topic_structure Converting <ol> list to DITA <steps>.
[2026-05-20T10:51:33.322944+00:00] topic_structure <steps> block built with 1 step(s).
[2026-05-20T10:51:33.323028+00:00] topic_structure Converting <ol> list to DITA <steps>.
[2026-05-20T10:51:33.323175+00:00] topic_structure <steps> block built with 1 step(s).
[2026-05-20T10:51:33.323210+00:00] topic_structure convert_ol_to_steps completed.
[2026-05-20T10:51:33.323239+00:00] topic_structure Partitioning task body into context/steps/result.
[2026-05-20T10:51:33.325208+00:00] topic_structure Taskbody partitioning complete.
[2026-05-20T10:51:33.325454+00:00] TopicWriter Topic '/app/output/85938342-69aa-4cb2-bda3-900331c80862/refilling_ink/disabling_special_offers_with_windows.dita' written successfully.
[2026-05-20T10:51:33.325498+00:00] TopicWriter Writing topic 'Purchase MetR Ink' to .dita file.
[2026-05-20T10:51:33.325528+00:00] topic_structure Converting HTML fragment to DITA body.
[2026-05-20T10:51:33.325929+00:00] topic_structure No section headings found — rendering flat body.
[2026-05-20T10:51:33.326070+00:00] topic_structure Flat DITA body rendered successfully.
[2026-05-20T10:51:33.326332+00:00] TopicWriter Topic '/app/output/85938342-69aa-4cb2-bda3-900331c80862/refilling_ink/purchase_metr_ink.dita' written successfully.
[2026-05-20T10:51:33.326374+00:00] TopicWriter Writing topic 'Ink Bottle Part Numbers' to .dita file.
[2026-05-20T10:51:33.326403+00:00] topic_structure Converting HTML fragment to DITA body.
[2026-05-20T10:51:33.327105+00:00] topic_structure No section headings found — rendering flat body.
[2026-05-20T10:51:33.327454+00:00] topic_structure Flat DITA body rendered successfully.
[2026-05-20T10:51:33.327513+00:00] topic_structure Ensuring <refbody> content is correctly wrapped in a <section> element.
[2026-05-20T10:51:33.328520+00:00] topic_structure Wrapped <refbody> content in a single <section>.
[2026-05-20T10:51:33.328736+00:00] TopicWriter Topic '/app/output/85938342-69aa-4cb2-bda3-900331c80862/refilling_ink/ink_bottle_part_numbers.dita' written successfully.
[2026-05-20T10:51:33.328782+00:00] TopicWriter Writing topic 'Refilling the Ink Tanks' to .dita file.
[2026-05-20T10:51:33.328815+00:00] topic_structure Converting HTML fragment to DITA body.
[2026-05-20T10:51:33.331112+00:00] topic_structure No section headings found — rendering flat body.
[2026-05-20T10:51:33.331561+00:00] topic_structure Flat DITA body rendered successfully.
[2026-05-20T10:51:33.331618+00:00] topic_structure Running convert_ol_to_steps on DITA body.
[2026-05-20T10:51:33.333240+00:00] topic_structure Converting <ol> list to DITA <steps>.
[2026-05-20T10:51:33.333345+00:00] topic_structure <steps> block built with 3 step(s).
[2026-05-20T10:51:33.333420+00:00] topic_structure Converting <ol> list to DITA <steps>.
[2026-05-20T10:51:33.333481+00:00] topic_structure <steps> block built with 1 step(s).
[2026-05-20T10:51:33.333541+00:00] topic_structure Converting <ol> list to DITA <steps>.
[2026-05-20T10:51:33.333597+00:00] topic_structure <steps> block built with 2 step(s).
[2026-05-20T10:51:33.333677+00:00] topic_structure Converting <ol> list to DITA <steps>.
[2026-05-20T10:51:33.333776+00:00] topic_structure <steps> block built with 1 step(s).
[2026-05-20T10:51:33.333883+00:00] topic_structure Converting <ol> list to DITA <steps>.
[2026-05-20T10:51:33.333940+00:00] topic_structure <steps> block built with 1 step(s).
[2026-05-20T10:51:33.333996+00:00] topic_structure Converting <ol> list to DITA <steps>.
[2026-05-20T10:51:33.334049+00:00] topic_structure <steps> block built with 1 step(s).
[2026-05-20T10:51:33.334126+00:00] topic_structure Converting <ol> list to DITA <steps>.
[2026-05-20T10:51:33.334179+00:00] topic_structure <steps> block built with 1 step(s).
[2026-05-20T10:51:33.334233+00:00] topic_structure Converting <ol> list to DITA <steps>.
[2026-05-20T10:51:33.334289+00:00] topic_structure <steps> block built with 3 step(s).
[2026-05-20T10:51:33.334367+00:00] topic_structure Converting <ol> list to DITA <steps>.
[2026-05-20T10:51:33.334562+00:00] topic_structure <steps> block built with 1 step(s).
[2026-05-20T10:51:33.334614+00:00] topic_structure convert_ol_to_steps completed.
[2026-05-20T10:51:33.334647+00:00] topic_structure Partitioning task body into context/steps/result.
[2026-05-20T10:51:33.340607+00:00] topic_structure Taskbody partitioning complete.
[2026-05-20T10:51:33.341042+00:00] TopicWriter Topic '/app/output/85938342-69aa-4cb2-bda3-900331c80862/refilling_ink/refilling_the_ink_tanks.dita' written successfully.
[2026-05-20T10:51:33.341094+00:00] TopicWriter Writing topic 'Adjusting Print Quality' to .dita file.
[2026-05-20T10:51:33.341124+00:00] topic_structure Converting HTML fragment to DITA body.
[2026-05-20T10:51:33.341297+00:00] topic_structure No section headings found — rendering flat body.
[2026-05-20T10:51:33.341374+00:00] topic_structure Flat DITA body rendered successfully.
[2026-05-20T10:51:33.341566+00:00] TopicWriter Topic '/app/output/85938342-69aa-4cb2-bda3-900331c80862/adjusting_print_quality/adjusting_print_quality.dita' written successfully.
[2026-05-20T10:51:33.341604+00:00] TopicWriter Writing topic 'Print Head Maintenance' to .dita file.
[2026-05-20T10:51:33.341632+00:00] topic_structure Converting HTML fragment to DITA body.
[2026-05-20T10:51:33.341986+00:00] topic_structure No section headings found — rendering flat body.
[2026-05-20T10:51:33.342099+00:00] topic_structure Flat DITA body rendered successfully.
[2026-05-20T10:51:33.342319+00:00] TopicWriter Topic '/app/output/85938342-69aa-4cb2-bda3-900331c80862/adjusting_print_quality/print_head_maintenance.dita' written successfully.
[2026-05-20T10:51:33.342359+00:00] TopicWriter Writing topic 'Print Head Nozzle Check' to .dita file.
[2026-05-20T10:51:33.342387+00:00] topic_structure Converting HTML fragment to DITA body.
[2026-05-20T10:51:33.342657+00:00] topic_structure No section headings found — rendering flat body.
[2026-05-20T10:51:33.342737+00:00] topic_structure Flat DITA body rendered successfully.
[2026-05-20T10:51:33.342903+00:00] TopicWriter Topic '/app/output/85938342-69aa-4cb2-bda3-900331c80862/adjusting_print_quality/print_head_nozzle_check.dita' written successfully.
