[2026-05-20T09:14:06.351049+00:00] detect_docx_toc TOC Structured Document Tag (SDT) detected.
[2026-05-20T09:14:06.360301+00:00] PipelineOrchestrator TOC DETECTED = True
[2026-05-20T09:14:06.363565+00:00] PipelineOrchestrator Starting conversion pipeline for 'Printer_Setup_UserGuide.docx'.
[2026-05-20T09:14:06.363697+00:00] DocxToHtmlProcessor Converting 'Printer_Setup_UserGuide.docx' from DOCX to HTML.
[2026-05-20T09:14:06.366938+00:00] DocxToHtmlProcessor Opening DOCX archive: 'Printer_Setup_UserGuide.docx'.
[2026-05-20T09:14:06.368334+00:00] DocxToHtmlProcessor Reading relationships.
[2026-05-20T09:14:06.368455+00:00] DocxToHtmlProcessor Parsing relationships from 'word/_rels/document.xml.rels'.
[2026-05-20T09:14:06.369477+00:00] DocxToHtmlProcessor Extracted 246 relationship(s).
[2026-05-20T09:14:07.221827+00:00] TopicWriter Writing topic 'Changing the Sleep Timer Setting from the Control Panel' to .dita file.
[2026-05-20T09:14:07.221856+00:00] topic_structure Converting HTML fragment to DITA body.
[2026-05-20T09:14:07.222644+00:00] topic_structure No section headings found — rendering flat body.
[2026-05-20T09:14:07.222892+00:00] topic_structure Flat DITA body rendered successfully.
[2026-05-20T09:14:07.222955+00:00] topic_structure Running convert_ol_to_steps on DITA body.
[2026-05-20T09:14:07.223927+00:00] topic_structure Converting <ol> list to DITA <steps>.
[2026-05-20T09:14:07.224260+00:00] topic_structure Processing nested <ol> as DITA <substeps>.
[2026-05-20T09:14:07.224365+00:00] topic_structure <steps> block built with 4 step(s).
[2026-05-20T09:14:07.224405+00:00] topic_structure convert_ol_to_steps completed.
[2026-05-20T09:14:07.224436+00:00] topic_structure Partitioning task body into context/steps/result.
[2026-05-20T09:14:07.228189+00:00] topic_structure Taskbody partitioning complete.
[2026-05-20T09:14:07.228489+00:00] TopicWriter Topic '/app/output/e4d48806-8a5c-42e3-a626-75c715d55f5f/product_basics/changing_the_sleep_timer_setting_from_the_control_panel.dita' written successfully.
[2026-05-20T09:14:07.228535+00:00] TopicWriter Writing topic 'Changing the Power Off Timer Setting from the Control Panel' to .dita file.
[2026-05-20T09:14:07.228565+00:00] topic_structure Converting HTML fragment to DITA body.
[2026-05-20T09:14:07.230085+00:00] topic_structure No section headings found — rendering flat body.
[2026-05-20T09:14:07.230285+00:00] topic_structure Flat DITA body rendered successfully.
[2026-05-20T09:14:07.230334+00:00] topic_structure Running convert_ol_to_steps on DITA body.
[2026-05-20T09:14:07.230958+00:00] topic_structure Converting <ol> list to DITA <steps>.
[2026-05-20T09:14:07.231312+00:00] topic_structure <steps> block built with 4 step(s).
[2026-05-20T09:14:07.231356+00:00] topic_structure convert_ol_to_steps completed.
[2026-05-20T09:14:07.231386+00:00] topic_structure Partitioning task body into context/steps/result.
[2026-05-20T09:14:07.233934+00:00] topic_structure Taskbody partitioning complete.
[2026-05-20T09:14:07.234204+00:00] TopicWriter Topic '/app/output/e4d48806-8a5c-42e3-a626-75c715d55f5f/product_basics/changing_the_power_off_timer_setting_from_the_control_panel.dita' written successfully.
[2026-05-20T09:14:07.234252+00:00] TopicWriter Writing topic 'Loading Paper' to .dita file.
[2026-05-20T09:14:07.234281+00:00] topic_structure Converting HTML fragment to DITA body.
[2026-05-20T09:14:07.234415+00:00] topic_structure No section headings found — rendering flat body.
[2026-05-20T09:14:07.234478+00:00] topic_structure Flat DITA body rendered successfully.
[2026-05-20T09:14:07.234672+00:00] TopicWriter Topic '/app/output/e4d48806-8a5c-42e3-a626-75c715d55f5f/loading_paper/loading_paper.dita' written successfully.
[2026-05-20T09:14:07.234739+00:00] TopicWriter Writing topic 'Loading Paper in the Rear Paper Feeder' to .dita file.
[2026-05-20T09:14:07.234789+00:00] topic_structure Converting HTML fragment to DITA body.
[2026-05-20T09:14:07.237419+00:00] topic_structure No section headings found — rendering flat body.
[2026-05-20T09:14:07.238184+00:00] topic_structure Flat DITA body rendered successfully.
[2026-05-20T09:14:07.238267+00:00] topic_structure Running convert_ol_to_steps on DITA body.
[2026-05-20T09:14:07.240929+00:00] topic_structure Converting <ol> list to DITA <steps>.
[2026-05-20T09:14:07.241040+00:00] topic_structure <steps> block built with 1 step(s).
[2026-05-20T09:14:07.241159+00:00] topic_structure Converting <ol> list to DITA <steps>.
[2026-05-20T09:14:07.241220+00:00] topic_structure <steps> block built with 1 step(s).
[2026-05-20T09:14:07.241330+00:00] topic_structure Converting <ol> list to DITA <steps>.
[2026-05-20T09:14:07.241386+00:00] topic_structure <steps> block built with 1 step(s).
[2026-05-20T09:14:07.241511+00:00] topic_structure Converting <ol> list to DITA <steps>.
[2026-05-20T09:14:07.241567+00:00] topic_structure <steps> block built with 1 step(s).
[2026-05-20T09:14:07.241896+00:00] topic_structure Converting <ol> list to DITA <steps>.
[2026-05-20T09:14:07.241986+00:00] topic_structure <steps> block built with 1 step(s).
[2026-05-20T09:14:07.242097+00:00] topic_structure Converting <ol> list to DITA <steps>.
[2026-05-20T09:14:07.242154+00:00] topic_structure <steps> block built with 1 step(s).
[2026-05-20T09:14:07.242231+00:00] topic_structure Converting <ol> list to DITA <steps>.
[2026-05-20T09:14:07.242329+00:00] topic_structure <steps> block built with 1 step(s).
[2026-05-20T09:14:07.242402+00:00] topic_structure Converting <ol> list to DITA <steps>.
[2026-05-20T09:14:07.242456+00:00] topic_structure <steps> block built with 1 step(s).
[2026-05-20T09:14:07.242690+00:00] topic_structure convert_ol_to_steps completed.
[2026-05-20T09:14:07.242745+00:00] topic_structure Partitioning task body into context/steps/result.
[2026-05-20T09:14:07.249312+00:00] topic_structure Taskbody partitioning complete.
[2026-05-20T09:14:07.249820+00:00] TopicWriter Topic '/app/output/e4d48806-8a5c-42e3-a626-75c715d55f5f/loading_paper/loading_paper_in_the_rear_paper_feeder.dita' written successfully.
[2026-05-20T09:14:07.249881+00:00] TopicWriter Writing topic 'Paper Loading Capacity' to .dita file.
[2026-05-20T09:14:07.249914+00:00] topic_structure Converting HTML fragment to DITA body.
[2026-05-20T09:14:07.251131+00:00] topic_structure No section headings found — rendering flat body.
[2026-05-20T09:14:07.251719+00:00] topic_structure Flat DITA body rendered successfully.
[2026-05-20T09:14:07.251854+00:00] topic_structure Ensuring <refbody> content is correctly wrapped in a <section> element.
[2026-05-20T09:14:07.253583+00:00] topic_structure Wrapped <refbody> content in a single <section>.
[2026-05-20T09:14:07.253941+00:00] TopicWriter Topic '/app/output/e4d48806-8a5c-42e3-a626-75c715d55f5f/loading_paper/paper_loading_capacity.dita' written successfully.
[2026-05-20T09:14:07.253994+00:00] TopicWriter Writing topic 'Double-sided Printing Capacity' to .dita file.
[2026-05-20T09:14:07.254027+00:00] topic_structure Converting HTML fragment to DITA body.
[2026-05-20T09:14:07.256717+00:00] topic_structure No section headings found — rendering flat body.
[2026-05-20T09:14:07.257942+00:00] topic_structure Flat DITA body rendered successfully.
[2026-05-20T09:14:07.258367+00:00] TopicWriter Topic '/app/output/e4d48806-8a5c-42e3-a626-75c715d55f5f/loading_paper/double_sided_printing_capacity.dita' written successfully.
[2026-05-20T09:14:07.258413+00:00] TopicWriter Writing topic 'Borderless Paper Type Compatibility' to .dita file.
[2026-05-20T09:14:07.258445+00:00] topic_structure Converting HTML fragment to DITA body.
[2026-05-20T09:14:07.259448+00:00] topic_structure No section headings found — rendering flat body.
[2026-05-20T09:14:07.259676+00:00] topic_structure Flat DITA body rendered successfully.
[2026-05-20T09:14:07.259963+00:00] TopicWriter Topic '/app/output/e4d48806-8a5c-42e3-a626-75c715d55f5f/loading_paper/borderless_paper_type_compatibility.dita' written successfully.
[2026-05-20T09:14:07.260006+00:00] TopicWriter Writing topic 'Compatible MetR Papers' to .dita file.
[2026-05-20T09:14:07.260038+00:00] topic_structure Converting HTML fragment to DITA body.
[2026-05-20T09:14:07.263495+00:00] topic_structure No section headings found — rendering flat body.
[2026-05-20T09:14:07.264791+00:00] topic_structure Flat DITA body rendered successfully.
[2026-05-20T09:14:07.264984+00:00] topic_structure Ensuring <refbody> content is correctly wrapped in a <section> element.
[2026-05-20T09:14:07.269767+00:00] topic_structure Wrapped <refbody> content in a single <section>.
[2026-05-20T09:14:07.270188+00:00] TopicWriter Topic '/app/output/e4d48806-8a5c-42e3-a626-75c715d55f5f/loading_paper/compatible_metr_papers.dita' written successfully.
[2026-05-20T09:14:07.270240+00:00] TopicWriter Writing topic 'Selecting the Paper Settings - Control Panel' to .dita file.
[2026-05-20T09:14:07.270272+00:00] topic_structure Converting HTML fragment to DITA body.
[2026-05-20T09:14:07.271829+00:00] topic_structure No section headings found — rendering flat body.
[2026-05-20T09:14:07.272096+00:00] topic_structure Flat DITA body rendered successfully.
[2026-05-20T09:14:07.272146+00:00] topic_structure Running convert_ol_to_steps on DITA body.
[2026-05-20T09:14:07.273206+00:00] topic_structure Converting <ol> list to DITA <steps>.
[2026-05-20T09:14:07.273566+00:00] topic_structure <steps> block built with 2 step(s).
[2026-05-20T09:14:07.273636+00:00] topic_structure Converting <ol> list to DITA <steps>.
[2026-05-20T09:14:07.273894+00:00] topic_structure <steps> block built with 5 step(s).
[2026-05-20T09:14:07.273945+00:00] topic_structure convert_ol_to_steps completed.
[2026-05-20T09:14:07.273978+00:00] topic_structure Partitioning task body into context/steps/result.
[2026-05-20T09:14:07.277619+00:00] topic_structure Taskbody partitioning complete.
[2026-05-20T09:14:07.278010+00:00] TopicWriter Topic '/app/output/e4d48806-8a5c-42e3-a626-75c715d55f5f/loading_paper/selecting_the_paper_settings_control_panel.dita' written successfully.
[2026-05-20T09:14:07.278067+00:00] TopicWriter Writing topic 'Paper or Media Type Settings - Control Panel' to .dita file.
[2026-05-20T09:14:07.278112+00:00] topic_structure Converting HTML fragment to DITA body.
[2026-05-20T09:14:07.279592+00:00] topic_structure No section headings found — rendering flat body.
[2026-05-20T09:14:07.280160+00:00] topic_structure Flat DITA body rendered successfully.
[2026-05-20T09:14:07.280247+00:00] topic_structure Ensuring <refbody> content is correctly wrapped in a <section> element.
[2026-05-20T09:14:07.281856+00:00] topic_structure Wrapped <refbody> content in a single <section>.
[2026-05-20T09:14:07.282099+00:00] TopicWriter Topic '/app/output/e4d48806-8a5c-42e3-a626-75c715d55f5f/loading_paper/paper_or_media_type_settings_control_panel.dita' written successfully.
[2026-05-20T09:14:07.282144+00:00] TopicWriter Writing topic 'Paper or Media Type Settings - Printing Software' to .dita file.
[2026-05-20T09:14:07.282175+00:00] topic_structure Converting HTML fragment to DITA body.
[2026-05-20T09:14:07.284187+00:00] topic_structure No section headings found — rendering flat body.
[2026-05-20T09:14:07.285027+00:00] topic_structure Flat DITA body rendered successfully.
[2026-05-20T09:14:07.285130+00:00] topic_structure Ensuring <refbody> content is correctly wrapped in a <section> element.
[2026-05-20T09:14:07.287346+00:00] topic_structure Wrapped <refbody> content in a single <section>.
[2026-05-20T09:14:07.287642+00:00] TopicWriter Topic '/app/output/e4d48806-8a5c-42e3-a626-75c715d55f5f/loading_paper/paper_or_media_type_settings_printing_software.dita' written successfully.
[2026-05-20T09:14:07.287690+00:00] TopicWriter Writing topic 'Selecting the Default Paper Source Settings' to .dita file.
[2026-05-20T09:14:07.287746+00:00] topic_structure Converting HTML fragment to DITA body.
[2026-05-20T09:14:07.288738+00:00] topic_structure No section headings found — rendering flat body.
[2026-05-20T09:14:07.289005+00:00] topic_structure Flat DITA body rendered successfully.
[2026-05-20T09:14:07.289060+00:00] topic_structure Running convert_ol_to_steps on DITA body.
[2026-05-20T09:14:07.289902+00:00] topic_structure Converting <ol> list to DITA <steps>.
[2026-05-20T09:14:07.290223+00:00] topic_structure <steps> block built with 3 step(s).
[2026-05-20T09:14:07.290308+00:00] topic_structure Converting <ol> list to DITA <steps>.
[2026-05-20T09:14:07.290479+00:00] topic_structure <steps> block built with 2 step(s).
[2026-05-20T09:14:07.290516+00:00] topic_structure convert_ol_to_steps completed.
[2026-05-20T09:14:07.290548+00:00] topic_structure Partitioning task body into context/steps/result.
[2026-05-20T09:14:07.293777+00:00] topic_structure Taskbody partitioning complete.
[2026-05-20T09:14:07.294125+00:00] TopicWriter Topic '/app/output/e4d48806-8a5c-42e3-a626-75c715d55f5f/loading_paper/selecting_the_default_paper_source_settings.dita' written successfully.
[2026-05-20T09:14:07.294174+00:00] TopicWriter Writing topic 'Paper Source Settings Options' to .dita file.
[2026-05-20T09:14:07.294206+00:00] topic_structure Converting HTML fragment to DITA body.
[2026-05-20T09:14:07.296154+00:00] topic_structure No section headings found — rendering flat body.
[2026-05-20T09:14:07.298034+00:00] topic_structure Flat DITA body rendered successfully.
[2026-05-20T09:14:07.298158+00:00] topic_structure Ensuring <refbody> content is correctly wrapped in a <section> element.
[2026-05-20T09:14:07.300255+00:00] topic_structure Wrapped <refbody> content in a single <section>.
[2026-05-20T09:14:07.300510+00:00] TopicWriter Topic '/app/output/e4d48806-8a5c-42e3-a626-75c715d55f5f/loading_paper/paper_source_settings_options.dita' written successfully.
[2026-05-20T09:14:07.300556+00:00] TopicWriter Writing topic 'Placing Originals on the Product' to .dita file.
[2026-05-20T09:14:07.300585+00:00] topic_structure Converting HTML fragment to DITA body.
[2026-05-20T09:14:07.300868+00:00] topic_structure No section headings found — rendering flat body.
[2026-05-20T09:14:07.300959+00:00] topic_structure Flat DITA body rendered successfully.
[2026-05-20T09:14:07.301178+00:00] TopicWriter Topic '/app/output/e4d48806-8a5c-42e3-a626-75c715d55f5f/placing_originals_on_the_product/placing_originals_on_the_product.dita' written successfully.
[2026-05-20T09:14:07.301220+00:00] TopicWriter Writing topic 'Placing Originals on the Scanner Glass' to .dita file.
[2026-05-20T09:14:07.301250+00:00] topic_structure Converting HTML fragment to DITA body.
[2026-05-20T09:14:07.302345+00:00] topic_structure No section headings found — rendering flat body.
[2026-05-20T09:14:07.302581+00:00] topic_structure Flat DITA body rendered successfully.
[2026-05-20T09:14:07.302664+00:00] topic_structure Running convert_ol_to_steps on DITA body.
[2026-05-20T09:14:07.303538+00:00] topic_structure Converting <ol> list to DITA <steps>.
[2026-05-20T09:14:07.303804+00:00] topic_structure <steps> block built with 1 step(s).
[2026-05-20T09:14:07.303889+00:00] topic_structure Converting <ol> list to DITA <steps>.
[2026-05-20T09:14:07.303955+00:00] topic_structure <steps> block built with 1 step(s).
[2026-05-20T09:14:07.304148+00:00] topic_structure Converting <ol> list to DITA <steps>.
[2026-05-20T09:14:07.304207+00:00] topic_structure <steps> block built with 1 step(s).
[2026-05-20T09:14:07.304279+00:00] topic_structure convert_ol_to_steps completed.
[2026-05-20T09:14:07.304312+00:00] topic_structure Partitioning task body into context/steps/result.
[2026-05-20T09:14:07.306638+00:00] topic_structure Taskbody partitioning complete.
[2026-05-20T09:14:07.306991+00:00] TopicWriter Topic '/app/output/e4d48806-8a5c-42e3-a626-75c715d55f5f/placing_originals_on_the_product/placing_originals_on_the_scanner_glass.dita' written successfully.
[2026-05-20T09:14:07.307041+00:00] TopicWriter Writing topic 'Copying' to .dita file.
[2026-05-20T09:14:07.307072+00:00] topic_structure Converting HTML fragment to DITA body.
[2026-05-20T09:14:07.307290+00:00] topic_structure No section headings found — rendering flat body.
[2026-05-20T09:14:07.307362+00:00] topic_structure Flat DITA body rendered successfully.
[2026-05-20T09:14:07.307556+00:00] TopicWriter Topic '/app/output/e4d48806-8a5c-42e3-a626-75c715d55f5f/copying/copying.dita' written successfully.
[2026-05-20T09:14:07.307593+00:00] TopicWriter Writing topic 'Copying Documents or Photos' to .dita file.
[2026-05-20T09:14:07.307621+00:00] topic_structure Converting HTML fragment to DITA body.
[2026-05-20T09:14:07.308796+00:00] topic_structure No section headings found — rendering flat body.
[2026-05-20T09:14:07.309186+00:00] topic_structure Flat DITA body rendered successfully.
[2026-05-20T09:14:07.309251+00:00] topic_structure Running convert_ol_to_steps on DITA body.
[2026-05-20T09:14:07.310546+00:00] topic_structure Converting <ol> list to DITA <steps>.
[2026-05-20T09:14:07.310782+00:00] topic_structure <steps> block built with 4 step(s).
[2026-05-20T09:14:07.310863+00:00] topic_structure Converting <ol> list to DITA <steps>.
[2026-05-20T09:14:07.310931+00:00] topic_structure <steps> block built with 2 step(s).
[2026-05-20T09:14:07.311034+00:00] topic_structure Converting <ol> list to DITA <steps>.
[2026-05-20T09:14:07.311127+00:00] topic_structure <steps> block built with 1 step(s).
[2026-05-20T09:14:07.311190+00:00] topic_structure Converting <ol> list to DITA <steps>.
[2026-05-20T09:14:07.311245+00:00] topic_structure <steps> block built with 1 step(s).
[2026-05-20T09:14:07.311304+00:00] topic_structure Converting <ol> list to DITA <steps>.
[2026-05-20T09:14:07.311417+00:00] topic_structure <steps> block built with 2 step(s).
[2026-05-20T09:14:07.311473+00:00] topic_structure convert_ol_to_steps completed.
[2026-05-20T09:14:07.311504+00:00] topic_structure Partitioning task body into context/steps/result.
[2026-05-20T09:14:07.315739+00:00] topic_structure Taskbody partitioning complete.
[2026-05-20T09:14:07.316078+00:00] TopicWriter Topic '/app/output/e4d48806-8a5c-42e3-a626-75c715d55f5f/copying/copying_documents_or_photos.dita' written successfully.
[2026-05-20T09:14:07.316125+00:00] TopicWriter Writing topic 'Copying Options' to .dita file.
[2026-05-20T09:14:07.316157+00:00] topic_structure Converting HTML fragment to DITA body.
[2026-05-20T09:14:07.318917+00:00] topic_structure No section headings found — rendering flat body.
[2026-05-20T09:14:07.319832+00:00] topic_structure Flat DITA body rendered successfully.
[2026-05-20T09:14:07.319947+00:00] topic_structure Ensuring <refbody> content is correctly wrapped in a <section> element.
[2026-05-20T09:14:07.323215+00:00] topic_structure Wrapped <refbody> content in a single <section>.
[2026-05-20T09:14:07.323502+00:00] TopicWriter Topic '/app/output/e4d48806-8a5c-42e3-a626-75c715d55f5f/copying/copying_options.dita' written successfully.
[2026-05-20T09:14:07.323549+00:00] TopicWriter Writing topic 'Refilling Ink' to .dita file.
[2026-05-20T09:14:07.323579+00:00] topic_structure Converting HTML fragment to DITA body.
[2026-05-20T09:14:07.323911+00:00] topic_structure No section headings found — rendering flat body.
[2026-05-20T09:14:07.324021+00:00] topic_structure Flat DITA body rendered successfully.
[2026-05-20T09:14:07.324240+00:00] TopicWriter Topic '/app/output/e4d48806-8a5c-42e3-a626-75c715d55f5f/refilling_ink/refilling_ink.dita' written successfully.
[2026-05-20T09:14:07.324281+00:00] TopicWriter Writing topic 'Ink Safety Precautions' to .dita file.
[2026-05-20T09:14:07.324315+00:00] topic_structure Converting HTML fragment to DITA body.
[2026-05-20T09:14:07.326026+00:00] topic_structure No section headings found — rendering flat body.
[2026-05-20T09:14:07.326384+00:00] topic_structure Flat DITA body rendered successfully.
[2026-05-20T09:14:07.326780+00:00] TopicWriter Topic '/app/output/e4d48806-8a5c-42e3-a626-75c715d55f5f/refilling_ink/ink_safety_precautions.dita' written successfully.
[2026-05-20T09:14:07.326828+00:00] TopicWriter Writing topic 'Check Ink Levels' to .dita file.
[2026-05-20T09:14:07.326860+00:00] topic_structure Converting HTML fragment to DITA body.
[2026-05-20T09:14:07.327001+00:00] topic_structure No section headings found — rendering flat body.
[2026-05-20T09:14:07.327061+00:00] topic_structure Flat DITA body rendered successfully.
[2026-05-20T09:14:07.327250+00:00] TopicWriter Topic '/app/output/e4d48806-8a5c-42e3-a626-75c715d55f5f/refilling_ink/check_ink_levels.dita' written successfully.
[2026-05-20T09:14:07.327302+00:00] TopicWriter Writing topic 'Checking Ink Levels on Your Product' to .dita file.
[2026-05-20T09:14:07.327339+00:00] topic_structure Converting HTML fragment to DITA body.
[2026-05-20T09:14:07.327757+00:00] topic_structure No section headings found — rendering flat body.
[2026-05-20T09:14:07.327864+00:00] topic_structure Flat DITA body rendered successfully.
[2026-05-20T09:14:07.328072+00:00] TopicWriter Topic '/app/output/e4d48806-8a5c-42e3-a626-75c715d55f5f/refilling_ink/checking_ink_levels_on_your_product.dita' written successfully.
[2026-05-20T09:14:07.328111+00:00] TopicWriter Writing topic 'Checking Ink Levels - Windows' to .dita file.
[2026-05-20T09:14:07.328140+00:00] topic_structure Converting HTML fragment to DITA body.
[2026-05-20T09:14:07.328651+00:00] topic_structure No section headings found — rendering flat body.
[2026-05-20T09:14:07.328836+00:00] topic_structure Flat DITA body rendered successfully.
[2026-05-20T09:14:07.328886+00:00] topic_structure Running convert_ol_to_steps on DITA body.
[2026-05-20T09:14:07.329363+00:00] topic_structure Converting <ol> list to DITA <steps>.
[2026-05-20T09:14:07.329496+00:00] topic_structure <steps> block built with 1 step(s).
[2026-05-20T09:14:07.329575+00:00] topic_structure Converting <ol> list to DITA <steps>.
[2026-05-20T09:14:07.329634+00:00] topic_structure <steps> block built with 1 step(s).
[2026-05-20T09:14:07.329731+00:00] topic_structure convert_ol_to_steps completed.
[2026-05-20T09:14:07.329776+00:00] topic_structure Partitioning task body into context/steps/result.
[2026-05-20T09:14:07.331374+00:00] topic_structure Taskbody partitioning complete.
[2026-05-20T09:14:07.331595+00:00] TopicWriter Topic '/app/output/e4d48806-8a5c-42e3-a626-75c715d55f5f/refilling_ink/checking_ink_levels_windows.dita' written successfully.
[2026-05-20T09:14:07.331639+00:00] TopicWriter Writing topic 'Checking Ink Levels - Mac' to .dita file.
[2026-05-20T09:14:07.331669+00:00] topic_structure Converting HTML fragment to DITA body.
[2026-05-20T09:14:07.332895+00:00] topic_structure No section headings found — rendering flat body.
[2026-05-20T09:14:07.333129+00:00] topic_structure Flat DITA body rendered successfully.
[2026-05-20T09:14:07.333187+00:00] topic_structure Running convert_ol_to_steps on DITA body.
[2026-05-20T09:14:07.334269+00:00] topic_structure Converting <ol> list to DITA <steps>.
[2026-05-20T09:14:07.334856+00:00] topic_structure <steps> block built with 2 step(s).
[2026-05-20T09:14:07.334936+00:00] topic_structure Converting <ol> list to DITA <steps>.
[2026-05-20T09:14:07.335001+00:00] topic_structure <steps> block built with 1 step(s).
[2026-05-20T09:14:07.335079+00:00] topic_structure convert_ol_to_steps completed.
[2026-05-20T09:14:07.335112+00:00] topic_structure Partitioning task body into context/steps/result.
[2026-05-20T09:14:07.338543+00:00] topic_structure Taskbody partitioning complete.
[2026-05-20T09:14:07.338819+00:00] TopicWriter Topic '/app/output/e4d48806-8a5c-42e3-a626-75c715d55f5f/refilling_ink/checking_ink_levels_mac.dita' written successfully.
[2026-05-20T09:14:07.338866+00:00] TopicWriter Writing topic 'Disabling Special Offers with Windows' to .dita file.
[2026-05-20T09:14:07.338897+00:00] topic_structure Converting HTML fragment to DITA body.
[2026-05-20T09:14:07.339515+00:00] topic_structure No section headings found — rendering flat body.
[2026-05-20T09:14:07.339698+00:00] topic_structure Flat DITA body rendered successfully.
[2026-05-20T09:14:07.339776+00:00] topic_structure Running convert_ol_to_steps on DITA body.
[2026-05-20T09:14:07.340492+00:00] topic_structure Converting <ol> list to DITA <steps>.
[2026-05-20T09:14:07.340669+00:00] topic_structure <steps> block built with 1 step(s).
[2026-05-20T09:14:07.340794+00:00] topic_structure Converting <ol> list to DITA <steps>.
[2026-05-20T09:14:07.340968+00:00] topic_structure <steps> block built with 1 step(s).
[2026-05-20T09:14:07.341006+00:00] topic_structure convert_ol_to_steps completed.
[2026-05-20T09:14:07.341036+00:00] topic_structure Partitioning task body into context/steps/result.
[2026-05-20T09:14:07.343001+00:00] topic_structure Taskbody partitioning complete.
[2026-05-20T09:14:07.343249+00:00] TopicWriter Topic '/app/output/e4d48806-8a5c-42e3-a626-75c715d55f5f/refilling_ink/disabling_special_offers_with_windows.dita' written successfully.
[2026-05-20T09:14:07.343295+00:00] TopicWriter Writing topic 'Purchase MetR Ink' to .dita file.
[2026-05-20T09:14:07.343325+00:00] topic_structure Converting HTML fragment to DITA body.
[2026-05-20T09:14:07.343659+00:00] topic_structure No section headings found — rendering flat body.
[2026-05-20T09:14:07.343779+00:00] topic_structure Flat DITA body rendered successfully.
[2026-05-20T09:14:07.343998+00:00] TopicWriter Topic '/app/output/e4d48806-8a5c-42e3-a626-75c715d55f5f/refilling_ink/purchase_metr_ink.dita' written successfully.
[2026-05-20T09:14:07.344038+00:00] TopicWriter Writing topic 'Ink Bottle Part Numbers' to .dita file.
[2026-05-20T09:14:07.344067+00:00] topic_structure Converting HTML fragment to DITA body.
[2026-05-20T09:14:07.344733+00:00] topic_structure No section headings found — rendering flat body.
[2026-05-20T09:14:07.345097+00:00] topic_structure Flat DITA body rendered successfully.
[2026-05-20T09:14:07.345160+00:00] topic_structure Ensuring <refbody> content is correctly wrapped in a <section> element.
[2026-05-20T09:14:07.346165+00:00] topic_structure Wrapped <refbody> content in a single <section>.
[2026-05-20T09:14:07.346363+00:00] TopicWriter Topic '/app/output/e4d48806-8a5c-42e3-a626-75c715d55f5f/refilling_ink/ink_bottle_part_numbers.dita' written successfully.
[2026-05-20T09:14:07.346405+00:00] TopicWriter Writing topic 'Refilling the Ink Tanks' to .dita file.
[2026-05-20T09:14:07.346437+00:00] topic_structure Converting HTML fragment to DITA body.
[2026-05-20T09:14:07.348598+00:00] topic_structure No section headings found — rendering flat body.
[2026-05-20T09:14:07.349064+00:00] topic_structure Flat DITA body rendered successfully.
[2026-05-20T09:14:07.349128+00:00] topic_structure Running convert_ol_to_steps on DITA body.
[2026-05-20T09:14:07.350814+00:00] topic_structure Converting <ol> list to DITA <steps>.
[2026-05-20T09:14:07.350947+00:00] topic_structure <steps> block built with 3 step(s).
[2026-05-20T09:14:07.351040+00:00] topic_structure Converting <ol> list to DITA <steps>.
[2026-05-20T09:14:07.351104+00:00] topic_structure <steps> block built with 1 step(s).
[2026-05-20T09:14:07.351165+00:00] topic_structure Converting <ol> list to DITA <steps>.
[2026-05-20T09:14:07.351223+00:00] topic_structure <steps> block built with 2 step(s).
[2026-05-20T09:14:07.351302+00:00] topic_structure Converting <ol> list to DITA <steps>.
[2026-05-20T09:14:07.351357+00:00] topic_structure <steps> block built with 1 step(s).
[2026-05-20T09:14:07.351452+00:00] topic_structure Converting <ol> list to DITA <steps>.
[2026-05-20T09:14:07.351507+00:00] topic_structure <steps> block built with 1 step(s).
[2026-05-20T09:14:07.351562+00:00] topic_structure Converting <ol> list to DITA <steps>.
[2026-05-20T09:14:07.351614+00:00] topic_structure <steps> block built with 1 step(s).
[2026-05-20T09:14:07.351690+00:00] topic_structure Converting <ol> list to DITA <steps>.
[2026-05-20T09:14:07.351768+00:00] topic_structure <steps> block built with 1 step(s).
[2026-05-20T09:14:07.351827+00:00] topic_structure Converting <ol> list to DITA <steps>.
[2026-05-20T09:14:07.351883+00:00] topic_structure <steps> block built with 3 step(s).
[2026-05-20T09:14:07.351962+00:00] topic_structure Converting <ol> list to DITA <steps>.
[2026-05-20T09:14:07.352156+00:00] topic_structure <steps> block built with 1 step(s).
[2026-05-20T09:14:07.352209+00:00] topic_structure convert_ol_to_steps completed.
[2026-05-20T09:14:07.352245+00:00] topic_structure Partitioning task body into context/steps/result.
[2026-05-20T09:14:07.358389+00:00] topic_structure Taskbody partitioning complete.
[2026-05-20T09:14:07.358848+00:00] TopicWriter Topic '/app/output/e4d48806-8a5c-42e3-a626-75c715d55f5f/refilling_ink/refilling_the_ink_tanks.dita' written successfully.
[2026-05-20T09:14:07.358903+00:00] TopicWriter Writing topic 'Adjusting Print Quality' to .dita file.
[2026-05-20T09:14:07.358934+00:00] topic_structure Converting HTML fragment to DITA body.
[2026-05-20T09:14:07.359113+00:00] topic_structure No section headings found — rendering flat body.
[2026-05-20T09:14:07.359192+00:00] topic_structure Flat DITA body rendered successfully.
[2026-05-20T09:14:07.359388+00:00] TopicWriter Topic '/app/output/e4d48806-8a5c-42e3-a626-75c715d55f5f/adjusting_print_quality/adjusting_print_quality.dita' written successfully.
[2026-05-20T09:14:07.359427+00:00] TopicWriter Writing topic 'Print Head Maintenance' to .dita file.
